abv_max,abv_min,abw_max,abw_min,category,description,ebc_max,ebc_min,fg_max,fg_min,fg_plato_max,fg_plato_min,ibu_max,ibu_min,id,name,og_max,og_min,og_plato_max,og_plato_min,origin,srm_max,srm_min,year
12,1.5,9.5,2,Hybrid/Mixed,"Fruit beers are any beers using fruit or fruit extracts as an adjunct in either, the mash, kettle, primary or secondary fermentation providing obvious (ranging from subtle to intense), yet harmonious, fruit qualities. Malt sweetness can vary from none to medium-high levels. Fruit qualities should not be overpowered by hop character. Hop bitterness is in balance and usually at very low to medium levels. If a fruit (such as juniper berry) has an herbal or spice quality, it is more appropriate to consider it in the herb and spice beers category. Acidic bacterial (not wild yeast) fermentation characters may be evident (but not necessary) and would contribute to acidity and enhance fruity balance. Clear or hazy beer is acceptable in appearance. A statement by the brewer explaining what fruits are used is essential in order for fair assessment in competitions. If this beer is a classic style with fruit, the brewer should also specify the classic style.",100,10,1.03,1.006,7.5,1.5,70,5,118,"Fruit Beer",1.11,1.03,26,7.5,Other,50,5,2013
13.1,2.5,10.5,2,Hybrid/Mixed,"Field beers are any beers using vegetables as an adjunct in either the mash, kettle, primary or secondary fermentation, providing obvious (ranging from subtle to intense), yet harmonious, qualities. Malt sweetness can vary from very low to medium-high levels. Vegetable qualities should not be overpowered by hop character. Hop bitterness is usually at very low to medium-high levels. If a vegetable has an herbal or spice quality (such as the â€œheatâ€ of a chili pepper), it should be classified as herb/spice beer style. Note Chili-flavored beer with notable roast or vegetal character evident may be appropriately entered as Field Beer. A statement by the brewer explaining what vegetables are used is essential in order for fair assessment in competitions. If this beer is a classic style with vegetables, the brewer should also specify the classic style. Note: If no Pumpkin beer category exists in a competition, then Pumpkin beers should be entered in this category.
",100,10,1.03,1.006,7.5,1.5,70,5,119,"Field Beer",1.11,1.03,26,7.5,Other,50,5,2013
12,2.5,9.5,2,Hybrid/Mixed,"Pumpkin beers are any beers using pumpkins (Cucurbito pepo) or winter squash as an adjunct in either mash, kettle, primary or secondary fermentation, providing obvious (ranging from subtle to intense), yet harmonious, qualities. Malt sweetness often varies from low to medium high levels. Hop bitterness is usually low to medium-low. Hop flavors and aroma may be low to medium. Pumpkin qualities should not be overpowered by hop character. These may or may not be spiced or flavored with other things. A statement by the brewer explaining the nature of the beer is essential for fair assessment in competitions. If this beer is a classic style with pumpkin, the brewer should also specify the classic style.",100,10,1.03,1.006,7.5,1.5,70,5,120,"Pumpkin Beer",1.11,1.03,26,7.5,Other,50,5,2013
12,2.5,9.5,2,Hybrid/Mixed,"Chocolate beers use â€œdarkâ€ chocolate or cocoa in any of its forms other than or in addition to hops to create a distinct (ranging from subtle to intense) character. Color is light brown to black. Malt sweetness at medium-low to medium-high levels helps accent cocoa flavors. Hop bitterness is very low to medium-low. Under hopping allows chocolate to contribute to the flavor profile while not becoming excessively bitter. Other flavors may be infused but chocolate should be the dominant character. White Chocolate should not be entered into this category. If this beer is a classic style with chocolate or cocoa, the brewer should specify the classic style.",100,30,1.03,1.006,7.5,1.5,40,15,121,"Chocolate/Cocoa-Flavored Beer",1.11,1.03,26,7.5,Other,50,15,2013
12,2.5,9.5,2,Hybrid/Mixed,"Coffee-flavored beers use coffee in any of its forms other than or in addition to hops to create a distinct (ranging from subtle to intense) character. Color ranges from amber to black. Malt sweetness at medium-low to medium levels helps accent coffee flavor and aromas. Hop bitterness is very low to medium. Under hopping allows coffee to contribute to the flavor profile while not becoming excessively bitter. If this beer is a classic style with coffee flavor, the brewer should specify the classic style.",100,16,1.03,1.006,7.5,1.5,40,15,122,"Coffee-Flavored Beer",1.11,1.03,26,7.5,Other,50,8,2013
12,2.5,9.5,2,Hybrid/Mixed,"Herb beers use herbs or spices (derived from roots, seeds, fruits, vegetable, flowers, etc.) other than or in addition to hops to create a distinct (ranging from subtle to intense) character, though individual characters of herbs and/or spices used may not always be identifiable. Color is light brown to black. Malt sweetness will vary dramatically depending on overall balance desired. Very low to low hop bitterness is optimal for highlighting herbal/spice characters. Positive evaluations are significantly based on perceived balance of flavors. Note: Chili-flavored beers that emphasize heat rather than chili flavor should be entered as a â€œspicedâ€ beer. A statement by the brewer explaining what herbs or spices are used is essential in order for fair assessment in competitions. Specifying a style upon which the beer is based may help evaluation. If this beer is a classic style with an herb or spice, the brewer should specify the classic style. If no Chocolate or Coffee category exists in a competition, then chocolate and coffee beers should be entered in this category.",100,10,1.03,1.006,7.5,1.5,70,5,123,"Herb and Spice Beer",1.11,1.03,26,7.5,Other,50,5,2013
2.5,2.5,2,2,Hybrid/Mixed,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Color can range from very light to black. Malt sweetness will vary dramatically depending on overall balance desired. Very low to very high hop bitterness may be used for highlighting desired characters. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",200,2,1.006,1.006,1.5,1.5,100,0,124,"Specialty Beer",1.03,1.03,7.5,7.5,Other,100,1,2013
12,2.5,9.5,2,Hybrid/Mixed,"These beers are brewed using honey in addition to malted barley. Color can range from very light to black. Malt sweetness will vary dramatically depending on overall balance desired. Very low to very high hop bitterness may be used for highlighting desired characters. Beers may be brewed to a traditional style or may be experimental. Character of honey should be evident in flavor and aroma and balanced with the other components without overpowering them. A statement by the brewer explaining the classic or other style of the beer, and the type of honey used is essential in order for fair assessment in competitions.
",200,2,1.03,1.006,7.5,1.5,100,0,125,"Specialty Honey Lager or Ale",1.11,1.03,26,7.5,Other,100,1,2013
0,0,0,0,Hybrid/Mixed,"A beer (lager, ale or other) that is made from fermentable sugars, grains and converted carbohydrates. Ingredients do not contain gluten, in other words zero gluten (No barley, wheat, spelt, rye, etc.). Color can range from very light to black. Sweetness will vary dramatically depending on overall balance desired. Very low to very high hop bitterness may be used for highlighting desired characters. May or may not contain malted grains that do not contain gluten. Brewers may or may not design and identify these beers along other style guidelines with regard to flavor, aroma and appearance profile. The beerâ€™s overall balance and character should be based on its own merits and not necessarily compared with traditional styles of beer. In competitions, brewers identify ingredients and fermentation type. NOTE: These guidelines do not supersede any government regulations. Wine, mead, flavored malt beverages or beverages other than beer as defined by the TTB (U.S. Trade and Tax Bureau) are not considered â€œgluten-free beerâ€ under these guidelines. At the competition directorâ€™s discretion, rapid detection methods may be used to qualify that a beer is indicated â€œgluten freeâ€ in testing. Gluten-reduced beers should be entered into the classic style category after which an entry was brewed. Gluten reduced beersâ€™ original ingredients would have gluten content that has been reduced by enzymes or other processes to reduced levels.",0,0,0,0,0,0,0,0,126,"Gluten-Free Beer",0,0,0,0,Other,0,0,2013
0,0,0,0,Hybrid/Mixed,"This beer style is unusual in that its impetus is to commemorate combinations of ingredients and/or techniques adopted by or unique to a particular region. At least one regional combination of ingredients and/or techniques must be unique and differentiated from ingredients and/or techniques commonly used by brewers throughout the world. Color can range from very light to black. Malt sweetness will vary dramatically depending on overall balance desired. Very low to very high hop bitterness may be used for highlighting desired characters. There are many excellent and popular beers that are brewed with either non-traditional or traditional ingredients and/or processes yet their character may distinctively vary from all other styles currently defined orincluded in these guidelines. This style is indigenous beers that are not represented elsewhere as a definitive style in these guidelines. Indigenous beers could possibly be entered in such categories as Experimental, Herb & Spice, Field Beer, etc., but by choice a brewer may categorize (and enter) an indigenous beer in this category. These grain-based beers are brewed reflecting local beer culture (process, ingredients, climate, etc.). It may represent a historical tradition or it may be an innovative creation representing contemporary ingredients or process. This category recognizes uniquely local or regional beer types and beers distinctively not defined in any recognized style in these guidelines. They may be light or dark, strong or weak, hoppy or not hoppy. They may have characters which are unique to yeast, fermentation techniques, aging conditions, carbonation level, or higher or lower levels of profound characters normally associated with other beer types.Examples of indigenous beers might include current day versions of highly regional and/or historic styles which are not represented elsewhere in these guidelines, such as Finnish-style Sahti, S American Chicha, African sorghum based beers, and others. Other examples might include beers made wholly unique by use of multiple local ingredients and/or techniques, with the resulting beer being highly representative of location, as well as differentiated from traditional beer style categories.Beers brewed with non-traditional hop varieties, grains, malt, yeast or other ingredient that still closely approximate an existing classical category would be more appropriately entered into the classical category. New and innovative beers that do not represent locally adopted techniques or grown ingredients would be more appropriately entered into the experimental category.Proper evaluation of entries in this category requires the need to provide judges with additional information about the beer. A written summary illustrating the intent, background, history, design and/or development of the beer as well as describing any regional and/or stylistic context, choice of ingredients, process and any other unique information, helps establish a basis for comparison between highly diverse entries. Entering brewers must provide a statement of 100 words or less illustrating the above and why it is an indigenous beer without revealing the companyâ€™s identity. This statement should be carefully crafted and will be evaluated by judges and carry significant weight in their decisions. Statements that contain information which might identify or otherwise create bias towards the entry will be modified by the Competition Manager. Entries not accompanied by this information will be at a profound disadvantage during judging.",0,0,0,0,0,0,0,0,127,"Indigenous Beer (Lager or Ale)",0,0,0,0,Other,0,0,2013
